time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-28 00:00:00+00:00,2.0,1.0,15,2
2024-02-29 00:00:00+00:00,4.0,3.0,14,8
2024-03-01 00:00:00+00:00,4.0,2.0,11,5
2024-03-02 00:00:00+00:00,,,1,1
2024-03-03 00:00:00+00:00,2.0,2.0,7,4
2024-03-04 00:00:00+00:00,2.0,1.0,5,4
2024-03-05 00:00:00+00:00,1.0,1.0,2,2
2024-03-06 00:00:00+00:00,2.0,1.0,22,8
2024-03-07 00:00:00+00:00,,,7,4
2024-03-08 00:00:00+00:00,2.0,1.0,22,5
2024-03-09 00:00:00+00:00,1.0,1.0,10,2
2024-03-10 00:00:00+00:00,1.0,1.0,11,3
2024-03-11 00:00:00+00:00,2.0,1.0,44,4
2024-03-12 00:00:00+00:00,,,5,4
