time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-09 00:00:00+00:00,,,2,1
2023-07-10 00:00:00+00:00,5.0,4.0,6,6
2023-07-11 00:00:00+00:00,,,4,3
2023-07-12 00:00:00+00:00,2.0,1.0,1,1
2023-07-13 00:00:00+00:00,,,11,5
2023-07-14 00:00:00+00:00,2.0,1.0,15,6
2023-07-15 00:00:00+00:00,,,44,5
2023-07-16 00:00:00+00:00,,,8,3
2023-07-17 00:00:00+00:00,8.0,4.0,16,3
2023-07-18 00:00:00+00:00,1.0,1.0,16,9
2023-07-19 00:00:00+00:00,2.0,1.0,7,5
2023-07-20 00:00:00+00:00,1.0,1.0,39,6
2023-07-21 00:00:00+00:00,2.0,1.0,16,4
2023-07-22 00:00:00+00:00,,,1,1
