time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-27 00:00:00+00:00,,,6,3
2022-03-28 00:00:00+00:00,,,27,13
2022-03-29 00:00:00+00:00,,,19,9
2022-03-30 00:00:00+00:00,,,15,10
2022-03-31 00:00:00+00:00,,,14,11
2022-04-01 00:00:00+00:00,,,7,3
2022-04-02 00:00:00+00:00,,,8,8
2022-04-03 00:00:00+00:00,,,21,2
2022-04-04 00:00:00+00:00,1.0,1.0,19,10
2022-04-05 00:00:00+00:00,,,42,14
2022-04-06 00:00:00+00:00,,,13,6
2022-04-07 00:00:00+00:00,1.0,1.0,18,10
2022-04-08 00:00:00+00:00,,,7,5
2022-04-09 00:00:00+00:00,,,5,5
