time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-11-08 00:00:00+00:00,2.0,2.0,9.0,5.0
2021-11-09 00:00:00+00:00,1.0,1.0,58.0,18.0
2021-11-10 00:00:00+00:00,,,14.0,9.0
2021-11-11 00:00:00+00:00,,,54.0,6.0
2021-11-12 00:00:00+00:00,2.0,2.0,20.0,7.0
2021-11-13 00:00:00+00:00,,,4.0,4.0
2021-11-14 00:00:00+00:00,1.0,1.0,9.0,4.0
2021-11-15 00:00:00+00:00,4.0,3.0,83.0,10.0
2021-11-16 00:00:00+00:00,1.0,1.0,48.0,7.0
2021-11-17 00:00:00+00:00,2.0,2.0,32.0,6.0
2021-11-18 00:00:00+00:00,2.0,2.0,,
2021-11-19 00:00:00+00:00,5.0,3.0,9.0,6.0
2021-11-20 00:00:00+00:00,,,4.0,2.0
2021-11-21 00:00:00+00:00,,,1.0,1.0
