time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,4,4,3,2
2026-06-16 00:00:00+00:00,1,1,5,5
2026-06-17 00:00:00+00:00,4,3,2,1
2026-06-18 00:00:00+00:00,6,6,6,5
2026-06-19 00:00:00+00:00,1,1,4,2
2026-06-20 00:00:00+00:00,4,3,2,1
2026-06-21 00:00:00+00:00,4,2,2,1
2026-06-22 00:00:00+00:00,3,3,3,2
2026-06-23 00:00:00+00:00,6,5,6,4
2026-06-24 00:00:00+00:00,2,2,4,3
2026-06-25 00:00:00+00:00,4,3,14,5
2026-06-26 00:00:00+00:00,20,5,6,2
2026-06-27 00:00:00+00:00,11,10,6,3
2026-06-28 00:00:00+00:00,6,6,7,5
