referrer,views_total,views_unique
github.com,85,33
linkedin.com,30,18
Google,11,11
t.co,4,3
quire.io,4,1
tekwizely.github.io,4,1
DuckDuckGo,2,2
keep.google.com,1,1
vega.github.io,1,1
