url_path,views_total,views_unique
/jgehrcke/github-repo-stats,29,24
/jgehrcke/github-repo-stats/issues,10,3
/jgehrcke/github-repo-stats/wiki/Tutorial,9,8
/jgehrcke/github-repo-stats/pulls,9,3
/jgehrcke/github-repo-stats/activity,2,2
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,2,2
/jgehrcke/github-repo-stats/actions/workflows/copilot-pull-request-reviewer/copilot-pull-request-reviewer,1,1
/jgehrcke/github-repo-stats/commit/b1ef746a160025ee47390ea5e332b09a7acb3e80,1,1
/jgehrcke/github-repo-stats/fork,1,1
/jgehrcke/github-repo-stats/issues/82,1,1
