time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-11 00:00:00+00:00,1.0,1.0,15,3
2023-04-12 00:00:00+00:00,4.0,3.0,18,8
2023-04-13 00:00:00+00:00,5.0,4.0,49,19
2023-04-14 00:00:00+00:00,2.0,1.0,6,5
2023-04-15 00:00:00+00:00,1.0,1.0,13,3
2023-04-16 00:00:00+00:00,,,9,3
2023-04-17 00:00:00+00:00,4.0,3.0,28,15
2023-04-18 00:00:00+00:00,,,9,7
2023-04-19 00:00:00+00:00,4.0,2.0,12,9
2023-04-20 00:00:00+00:00,,,7,3
2023-04-21 00:00:00+00:00,4.0,3.0,10,6
2023-04-22 00:00:00+00:00,,,4,2
2023-04-23 00:00:00+00:00,,,5,3
2023-04-24 00:00:00+00:00,2.0,1.0,8,8
