referrer,views_total,views_unique
Google,67,45
github.com,38,17
github.community,14,7
vega.github.io,9,2
jgehrcke.github.io,7,2
v12.sl.cloud9.ibm.com,3,1
Bing,2,2
tom-doerr.github.io,1,1
gitsrc.github.io,1,1
DuckDuckGo,1,1
