time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-01 00:00:00+00:00,6.0,2.0,4,3
2024-05-02 00:00:00+00:00,,,26,8
2024-05-03 00:00:00+00:00,4.0,1.0,11,5
2024-05-04 00:00:00+00:00,2.0,1.0,14,2
2024-05-06 00:00:00+00:00,2.0,1.0,13,9
2024-05-07 00:00:00+00:00,,,4,3
2024-05-08 00:00:00+00:00,5.0,3.0,10,6
2024-05-09 00:00:00+00:00,,,6,3
2024-05-10 00:00:00+00:00,6.0,3.0,5,2
2024-05-11 00:00:00+00:00,,,4,3
2024-05-12 00:00:00+00:00,1.0,1.0,2,2
2024-05-13 00:00:00+00:00,5.0,3.0,6,4
2024-05-14 00:00:00+00:00,,,11,6
