time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-11 00:00:00+00:00,1.0,1.0,11,4
2024-10-12 00:00:00+00:00,1.0,1.0,3,2
2024-10-13 00:00:00+00:00,,,4,3
2024-10-14 00:00:00+00:00,,,3,3
2024-10-15 00:00:00+00:00,1.0,1.0,16,10
2024-10-16 00:00:00+00:00,,,16,3
2024-10-17 00:00:00+00:00,,,10,4
2024-10-18 00:00:00+00:00,,,5,4
2024-10-19 00:00:00+00:00,,,3,3
2024-10-20 00:00:00+00:00,,,12,11
2024-10-21 00:00:00+00:00,,,11,7
2024-10-22 00:00:00+00:00,,,33,8
2024-10-23 00:00:00+00:00,1.0,1.0,16,5
2024-10-24 00:00:00+00:00,,,7,5
