url_path,views_total,views_unique
/jgehrcke/github-repo-stats,202,88
/jgehrcke/github-repo-stats/issues,17,2
/jgehrcke/github-repo-stats/pulls,13,6
/jgehrcke/github-repo-stats/network/dependents,7,2
/jgehrcke/github-repo-stats/blob/main/action.yml,6,4
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,6,4
/jgehrcke/github-repo-stats/tree/main/.github/workflows,6,4
/jgehrcke/github-repo-stats/blob/main/fetch.py,5,3
/jgehrcke/github-repo-stats/pull/31,5,3
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,3,3
