time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-16 00:00:00+00:00,,,3,3
2022-08-17 00:00:00+00:00,10.0,3.0,14,4
2022-08-18 00:00:00+00:00,,,17,7
2022-08-19 00:00:00+00:00,,,47,8
2022-08-20 00:00:00+00:00,,,2,2
2022-08-21 00:00:00+00:00,,,4,3
2022-08-22 00:00:00+00:00,,,2,2
2022-08-23 00:00:00+00:00,2.0,2.0,35,10
2022-08-24 00:00:00+00:00,1.0,1.0,29,8
2022-08-25 00:00:00+00:00,,,13,8
2022-08-26 00:00:00+00:00,4.0,1.0,35,15
2022-08-27 00:00:00+00:00,,,10,4
2022-08-28 00:00:00+00:00,,,6,5
2022-08-29 00:00:00+00:00,,,34,9
