referrer,views_total,views_unique
github.com,55,13
Google,44,21
yandex.ru,3,3
medium.com,2,1
dev.to,1,1
gehrcke.de,1,1
jgehrcke.github.io,1,1
clavellab.github.io,1,1
maplibre.org,1,1
