referrer,views_total,views_unique
Google,57,39
github.com,43,18
fermyon.github.io,7,1
t.co,5,2
jgehrcke.github.io,2,1
DuckDuckGo,2,1
com.google.android.gm,1,1
Bing,1,1
tom-doerr.github.io,1,1
ethyca.com,1,1
