time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-02-06 00:00:00+00:00,,,20,7
2022-02-07 00:00:00+00:00,,,12,10
2022-02-08 00:00:00+00:00,,,11,7
2022-02-09 00:00:00+00:00,,,87,13
2022-02-10 00:00:00+00:00,,,23,8
2022-02-11 00:00:00+00:00,1.0,1.0,24,12
2022-02-12 00:00:00+00:00,,,8,3
2022-02-13 00:00:00+00:00,,,22,5
2022-02-14 00:00:00+00:00,,,12,4
2022-02-15 00:00:00+00:00,2.0,2.0,32,10
2022-02-16 00:00:00+00:00,,,20,12
2022-02-17 00:00:00+00:00,2.0,2.0,31,13
2022-02-18 00:00:00+00:00,,,24,11
2022-02-19 00:00:00+00:00,,,2,2
