url_path,views_total,views_unique
/jgehrcke/github-repo-stats,36,18
/jgehrcke/github-repo-stats/issues/18,11,3
/jgehrcke/github-repo-stats/issues,8,2
/jgehrcke/github-repo-stats/tree/main/resources,3,3
/jgehrcke/github-repo-stats/blob/main/pdf.py,2,2
/jgehrcke/github-repo-stats/blob/main/action.yml,2,1
/jgehrcke/github-repo-stats/blob/main/fetch.py,1,1
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,1,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
/jgehrcke/github-repo-stats/blob/main/README.md,1,1
