time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-22 00:00:00+00:00,,,5,3
2022-10-23 00:00:00+00:00,,,6,4
2022-10-24 00:00:00+00:00,,,6,4
2022-10-25 00:00:00+00:00,2.0,2.0,14,8
2022-10-26 00:00:00+00:00,4.0,1.0,2,2
2022-10-27 00:00:00+00:00,8.0,5.0,23,12
2022-10-28 00:00:00+00:00,,,15,10
2022-10-29 00:00:00+00:00,1.0,1.0,3,3
2022-10-30 00:00:00+00:00,5.0,2.0,3,2
2022-10-31 00:00:00+00:00,5.0,2.0,22,4
2022-11-01 00:00:00+00:00,4.0,1.0,35,11
2022-11-02 00:00:00+00:00,,,14,8
2022-11-03 00:00:00+00:00,1.0,1.0,20,7
2022-11-04 00:00:00+00:00,2.0,1.0,26,11
