url_path,views_total,views_unique
/jgehrcke/github-repo-stats,30,24
/jgehrcke/github-repo-stats/issues,5,2
/jgehrcke/github-repo-stats/wiki/Tutorial,3,3
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,2,2
/jgehrcke/github-repo-stats/pulls,2,1
/jgehrcke/github-repo-stats/commit/c6d7bde61a4437a2ffa007bc0b1543b7b3c0f7ac,1,1
/jgehrcke/github-repo-stats/issues/86,1,1
/jgehrcke/github-repo-stats/issues/87,1,1
/jgehrcke/github-repo-stats/releases,1,1
/jgehrcke/github-repo-stats/releases/tag/v1.4.2,1,1
