url_path,views_total,views_unique
/jgehrcke/github-repo-stats,101,62
/jgehrcke/github-repo-stats/wiki/Tutorial,21,9
/jgehrcke/github-repo-stats/blob/main/fetch.py,17,3
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,16,2
/jgehrcke/github-repo-stats/tree/main/.github/workflows,16,2
/jgehrcke/github-repo-stats/blob/main/analyze.py,8,3
/jgehrcke/github-repo-stats/tree/main/resources,7,3
/jgehrcke/github-repo-stats/blob/main/action.yml,7,1
/jgehrcke/github-repo-stats/blob/main/pdf.py,6,2
/jgehrcke/github-repo-stats/tree/main/.github,6,2
