time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-13 00:00:00+00:00,1,1,7,6
2026-03-14 00:00:00+00:00,3,3,17,5
2026-03-15 00:00:00+00:00,0,0,18,2
2026-03-16 00:00:00+00:00,2,2,4,3
2026-03-17 00:00:00+00:00,4,2,18,5
2026-03-18 00:00:00+00:00,6,5,15,7
2026-03-19 00:00:00+00:00,6,6,6,4
2026-03-20 00:00:00+00:00,3,1,28,9
2026-03-21 00:00:00+00:00,4,3,18,6
2026-03-22 00:00:00+00:00,2,2,9,4
2026-03-23 00:00:00+00:00,5,4,7,6
2026-03-24 00:00:00+00:00,3,3,16,10
2026-03-25 00:00:00+00:00,3,2,6,5
2026-03-26 00:00:00+00:00,18,18,27,10
