time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,6,6,12,6
2026-02-22 00:00:00+00:00,10,10,27,7
2026-02-23 00:00:00+00:00,5,5,24,10
2026-02-24 00:00:00+00:00,7,7,5,5
2026-02-25 00:00:00+00:00,2,2,10,8
2026-02-26 00:00:00+00:00,1,1,5,4
2026-02-27 00:00:00+00:00,4,4,9,5
2026-02-28 00:00:00+00:00,2,2,2,2
2026-03-01 00:00:00+00:00,3,3,1,1
2026-03-02 00:00:00+00:00,2,2,3,2
2026-03-03 00:00:00+00:00,4,4,3,2
2026-03-04 00:00:00+00:00,4,4,8,7
2026-03-05 00:00:00+00:00,2,2,19,9
2026-03-06 00:00:00+00:00,2,2,14,6
