time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-08 00:00:00+00:00,,,13,8
2022-07-09 00:00:00+00:00,,,7,5
2022-07-10 00:00:00+00:00,1.0,1.0,12,6
2022-07-11 00:00:00+00:00,4.0,3.0,64,13
2022-07-12 00:00:00+00:00,,,70,9
2022-07-13 00:00:00+00:00,2.0,2.0,73,23
2022-07-14 00:00:00+00:00,1.0,1.0,39,17
2022-07-15 00:00:00+00:00,1.0,1.0,20,12
2022-07-16 00:00:00+00:00,4.0,4.0,39,5
2022-07-17 00:00:00+00:00,,,27,9
2022-07-18 00:00:00+00:00,,,33,11
2022-07-19 00:00:00+00:00,,,16,9
2022-07-20 00:00:00+00:00,2.0,2.0,23,7
2022-07-21 00:00:00+00:00,,,63,7
