url_path,views_total,views_unique
/jgehrcke/github-repo-stats,49,31
/jgehrcke/github-repo-stats/wiki/Tutorial,37,9
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,16,3
/jgehrcke/github-repo-stats/issues,10,4
/jgehrcke/github-repo-stats/pulls,5,2
/jgehrcke/github-repo-stats/releases/tag/v1.4.2,3,3
/jgehrcke/github-repo-stats/issues/90,2,2
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,1,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
/jgehrcke/github-repo-stats/blob/main/analyze.py,1,1
