referrer,views_total,views_unique
github.com,71,23
Google,46,32
github.community,17,10
monai.io,3,2
jgehrcke.github.io,2,1
vega.github.io,1,1
mail.google.com,1,1
wenyanet.com,1,1
tom-doerr.github.io,1,1
