url_path,views_total,views_unique
/jgehrcke/github-repo-stats,58,45
/jgehrcke/github-repo-stats/wiki/Tutorial,9,8
/jgehrcke/github-repo-stats/actions,2,2
/jgehrcke/github-repo-stats/tree/main,2,2
/jgehrcke/github-repo-stats/tree/main/tests,2,2
/jgehrcke/github-repo-stats/tree/main/tests/data/A,2,2
/jgehrcke/github-repo-stats/tree/main/.github/workflows,2,1
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,1,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
/jgehrcke/github-repo-stats/blob/main/README.md,1,1
