time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-21 00:00:00+00:00,,,44,11
2022-04-22 00:00:00+00:00,4.0,2.0,43,8
2022-04-23 00:00:00+00:00,,,13,4
2022-04-24 00:00:00+00:00,1.0,1.0,5,5
2022-04-25 00:00:00+00:00,,,24,10
2022-04-26 00:00:00+00:00,1.0,1.0,57,16
2022-04-27 00:00:00+00:00,,,13,8
2022-04-28 00:00:00+00:00,,,16,11
2022-04-29 00:00:00+00:00,2.0,2.0,35,12
2022-04-30 00:00:00+00:00,3.0,2.0,6,3
2022-05-01 00:00:00+00:00,,,78,6
2022-05-02 00:00:00+00:00,,,8,6
2022-05-03 00:00:00+00:00,,,19,12
2022-05-04 00:00:00+00:00,2.0,1.0,10,9
