url_path,views_total,views_unique
/jgehrcke/github-repo-stats,45,28
/jgehrcke/github-repo-stats/wiki/Tutorial,8,5
/jgehrcke/github-repo-stats/releases,7,4
/jgehrcke/github-repo-stats/blob/main/README.md,4,1
/jgehrcke/github-repo-stats/issues/87,2,2
/jgehrcke/github-repo-stats/releases/tag/v1.4.2,2,2
/jgehrcke/github-repo-stats/blob/main/resources/template.html,2,1
/jgehrcke/github-repo-stats/blob/main/resources/github-markdown.css,1,1
/jgehrcke/github-repo-stats/community,1,1
/jgehrcke/github-repo-stats/forks,1,1
